DEBUG super_duper: config.root_paths: ["D:/Data/Dev/Scratch/TestD3"]
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\findIndex.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_error.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_Command.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\resolver\\without_basedir\\main.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\nist-vectors.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\lib\\server.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\findKey.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_excel.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_EventEmitter.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\resolver\\without_basedir\\node_modules"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\lib\\utils.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\findLast.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_find.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_FileDetector.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\resolver\\without_basedir\\node_modules\\mymodule.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\findLastIndex.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_gear.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_Serializable.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\resolver.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte-hashes.md5"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\Makefile"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\findLastKey.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_go.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_Session.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\resolver_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte-hashes.sha1"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flatMap.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_green.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_WebDriver.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte-hashes.sha256"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flatMapDeep.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_key.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_WebElement.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0000.dat"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flatMapDepth.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_lightning.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_class_WebElementPromise.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules\\a"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0001.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\browser.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flatten.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_link.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_enum_Browser.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules\\a\\b"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0002.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\client.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flattenDeep.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_paintbrush.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_enum_Button.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules\\a\\b\\c"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0003.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\crypto.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flattenDepth.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_paste.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_enum_Capability.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules\\a\\b\\c\\x.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0004.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flip.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_red.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_enum_CommandName.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs\\node_modules\\a\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0005.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\message.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\floor.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_refresh.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_enum_Key.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\resolve\\test\\subdirs.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0006.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\readme.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flow.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_save.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_error.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0007.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\server.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\flowRight.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_error_class_Error.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\.documentup.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0008.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\uri.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forEach.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_acrobat.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_error_enum_ErrorCode.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\.jshintrc"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0009.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\hawk\\test\\utils.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forEachRight.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_actionscript.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_executors.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\.npmignore"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0010.dat"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forIn.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_add.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_executors_class_DeferredExecutor.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\.travis.yml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0011.dat"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forInRight.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_c.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox.html"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\bin"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0012.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.compat.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forOwn.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_camera.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_binary.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\bin\\shjs"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0013.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.compat.min.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\forOwnRight.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_cd.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_binary_class_Binary.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\global.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0014.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_code.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_class_Binary.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0015.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.min.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\add.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_code_red.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_class_Driver.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\make.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0016.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.underscore.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\after.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_coldfusion.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_class_Options.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0017.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\dist\\lodash.underscore.min.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\all.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_compressed.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_class_Profile.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0018.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\LICENSE.txt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\allPass.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_copy.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_extension.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\RELEASE.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0019.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\lodash.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\always.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_cplusplus.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\any.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\scripts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0020.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_csharp.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\selenium-webdriver\\docs\\module_selenium-webdriver_firefox_profile.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sass-graph\\node_modules\\lodash\\fp\\anyPass.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\shelljs\\scripts\\generate-docs.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\sha.js\\test\\prepare\\vectors\\byte0021.dat"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\protractor\\node_modules\\lodash\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\serve-index\\public\\icons\\page_white_cup.png"
